cod_nat_tim;lib_tim;cod_commune;lib_commune;lib_bassin_risques;lib_commentaire;dat_programtim_deb;dat_programtim_fin;dat_etu_tim_deb;dat_etu_tim_fin;dat_transmission_tim;dat_integration_plu;dat_reception_min;dat_maj
92PREF20050044;DCS - Puteaux;92062;Puteaux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-13 00:00:00;1998-01-13 00:00:00;;;1998-01-13 00:00:00;;1998-02-13 00:00:00;2012-05-14 00:00:00
92PREF20050043;DCS - Châtillon;92020;Châtillon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-09 00:00:00;1998-01-09 00:00:00;;;1998-01-09 00:00:00;;1998-02-13 00:00:00;2012-05-14 00:00:00
92PREF20050042;DCS - Sèvres;92072;Sèvres;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-05-21 00:00:00;1997-05-21 00:00:00;;;1997-05-21 00:00:00;;1997-06-03 00:00:00;2012-05-14 00:00:00
92PREF20050041;DCS - Saint-Cloud;92064;Saint-Cloud;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-03-21 00:00:00;1997-03-21 00:00:00;;;1997-03-21 00:00:00;;1997-04-01 00:00:00;2012-05-14 00:00:00
92PREF20050040;DCS - Nanterre;92050;Nanterre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-07-10 00:00:00;1997-07-10 00:00:00;;;1997-07-10 00:00:00;;1997-07-22 00:00:00;2012-05-14 00:00:00
92PREF20050039;DCS - Issy-les-Moulineaux;92040;Issy-les-Moulineaux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-03-03 00:00:00;1997-03-03 00:00:00;;;1997-03-03 00:00:00;;1997-03-10 00:00:00;2012-05-14 00:00:00
92PREF20050038;DCS - La Garenne-Colombes;92035;La Garenne-Colombes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-04-25 00:00:00;1997-04-25 00:00:00;;;1997-04-25 00:00:00;;1997-05-05 00:00:00;2012-05-14 00:00:00
92PREF20050037;DCS - Bagneux;92007;Bagneux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-03-12 00:00:00;1997-03-12 00:00:00;;;1997-03-12 00:00:00;;1997-03-20 00:00:00;2012-05-14 00:00:00
91PREF20050059;DCS - Villiers-le-Bâcle;91679;Villiers-le-Bâcle;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050058;DCS - Saint-Aubin;91538;Saint-Aubin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;1998-02-23 00:00:00;2011-01-14 00:00:00
91PREF20050057;DCS - Saclay;91534;Saclay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050056;DCS - Palaiseau;91477;Palaiseau;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050055;DCS - Orsay;91471;Orsay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050054;DCS - Ollainville;91461;Ollainville;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050053;DCS - Bruyères-le-Châtel;91115;Bruyères-le-Châtel;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-15 00:00:00;1998-01-15 00:00:00;;;1998-01-15 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050052;DCS - Vert-le-Petit;91649;Vert-le-Petit;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1996-12-24 00:00:00;1996-12-24 00:00:00;;;1996-12-24 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050051;DCS - Savigny-sur-Orge;91589;Savigny-sur-Orge;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1996-12-24 00:00:00;1996-12-24 00:00:00;;;1996-12-24 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050050;DCS - Brunoy;91114;Brunoy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1996-12-24 00:00:00;1996-12-24 00:00:00;;;1996-12-24 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050049;DCS - Ballancourt-sur-Essonne;91045;Ballancourt-sur-Essonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1996-12-24 00:00:00;1996-12-24 00:00:00;;;1996-12-24 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050048;DCS - Viry-Châtillon;91687;Viry-Châtillon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-08-10 00:00:00;1995-08-10 00:00:00;;;1995-08-10 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050047;DCS - Ris-Orangis;91521;Ris-Orangis;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-02-03 00:00:00;1995-02-03 00:00:00;;;1995-02-03 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050046;DCS - Massy;91377;Massy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-11-29 00:00:00;1995-11-29 00:00:00;;;1995-11-29 00:00:00;;2001-01-22 00:00:00;2011-01-14 00:00:00
91PREF20050045;DCS - Juvisy-sur-Orge;91326;Juvisy-sur-Orge;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-08-10 00:00:00;1995-08-10 00:00:00;;;1995-08-10 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050044;DCS - Grigny;91286;Grigny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-02-03 00:00:00;1995-02-03 00:00:00;;;1995-02-03 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050043;DCS - Evry;91228;Évry;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-08-10 00:00:00;1995-08-10 00:00:00;;;1995-08-10 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050042;DCS - Draveil;91201;Draveil;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-02-03 00:00:00;1995-02-03 00:00:00;;;1995-02-03 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050041;DCS - Corbeil-Essonnes;91174;Corbeil-Essonnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-02-03 00:00:00;1995-02-03 00:00:00;;;1995-02-03 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
91PREF20050040;DCS - Athis-Mons;91027;Athis-Mons;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1995-08-10 00:00:00;1995-08-10 00:00:00;;;1995-08-10 00:00:00;;2001-03-22 00:00:00;2011-01-14 00:00:00
89PREF20050295;DCS - Villevallier;89468;Villevallier;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-03-24 00:00:00;2000-03-24 00:00:00;;;2000-03-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050294;DCS - Villeneuve-sur-Yonne;89464;Villeneuve-sur-Yonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-04 00:00:00;2000-05-04 00:00:00;;;2000-05-04 00:00:00;;;2011-05-19 00:00:00
89PREF20050293;DCS - Véron;89443;Véron;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-04-25 00:00:00;2000-04-25 00:00:00;;;2000-04-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050292;DCS - Soucy;89399;Soucy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-03-22 00:00:00;2000-03-22 00:00:00;;;2000-03-22 00:00:00;;;2011-05-19 00:00:00
89PREF20050291;DCS - Serbonnes;89390;Serbonnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-04-25 00:00:00;2000-04-25 00:00:00;;;2000-04-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050290;DCS - Saint-Martin-du-Tertre;89354;Saint-Martin-du-Tertre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-04-25 00:00:00;2000-04-25 00:00:00;;;2000-04-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050289;DCS - Saint-Julien-du-Sault;89348;Saint-Julien-du-Sault;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-01-27 00:00:00;2000-01-27 00:00:00;;;2000-01-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050288;DCS - Pont-sur-Yonne;89309;Pont-sur-Yonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-04-27 00:00:00;2000-04-27 00:00:00;;;2000-04-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050287;DCS - Michery;89255;Michery;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-04-25 00:00:00;2000-04-25 00:00:00;;;2000-04-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050286;DCS - Gisy-les-Nobles;89189;Gisy-les-Nobles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-01-07 00:00:00;2000-01-07 00:00:00;;;2000-01-07 00:00:00;;;2011-05-19 00:00:00
89PREF20050285;DCS - Evry;89162;Évry;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-03-24 00:00:00;2000-03-24 00:00:00;;;2000-03-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050284;DCS - Cuy;89136;Cuy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-03-21 00:00:00;2000-03-21 00:00:00;;;2000-03-21 00:00:00;;;2011-05-19 00:00:00
89PREF20050283;DCS - Champigny;89074;Champigny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-02 00:00:00;2000-05-02 00:00:00;;;2000-05-02 00:00:00;;;2011-05-19 00:00:00
89PREF20050282;DCS - Auxerre;89024;Auxerre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-02 00:00:00;2000-05-02 00:00:00;;;2000-05-02 00:00:00;;;2011-05-19 00:00:00
89PREF20050281;DCS - Armeau;89018;Armeau;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-01-25 00:00:00;2000-01-25 00:00:00;;;2000-01-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050280;DCS - Vinneuf;89480;Vinneuf;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-01-25 00:00:00;1999-01-25 00:00:00;;;1999-01-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050279;DCS - Villeneuve-la-Guyard;89460;Villeneuve-la-Guyard;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-12-16 00:00:00;1999-12-16 00:00:00;;;1999-12-16 00:00:00;;;2011-05-19 00:00:00
89PREF20050278;DCS - Villemanoche;89456;Villemanoche;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-01-25 00:00:00;1999-01-25 00:00:00;;;1999-01-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050277;DCS - Villeblevin;89449;Villeblevin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-01-25 00:00:00;1999-01-25 00:00:00;;;1999-01-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050276;DCS - Saint-Denis;89342;Saint-Denis-lès-Sens;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-12-16 00:00:00;1999-12-16 00:00:00;;;1999-12-16 00:00:00;;;2011-05-19 00:00:00
89PREF20050275;DCS - Saint-Clément;89338;Saint-Clément;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-12-17 00:00:00;1999-12-17 00:00:00;;;1999-12-17 00:00:00;;;2011-05-19 00:00:00
89PREF20050274;DCS - Paron;89287;Paron;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-12-17 00:00:00;1999-12-17 00:00:00;;;1999-12-17 00:00:00;;;2011-05-19 00:00:00
89PREF20050273;DCS - Gron;89195;Gron;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-01-25 00:00:00;1999-01-25 00:00:00;;;1999-01-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050272;DCS - Courtois-sur-Yonne;89127;Courtois-sur-Yonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-01-25 00:00:00;1999-01-25 00:00:00;;;1999-01-25 00:00:00;;;2011-05-19 00:00:00
89PREF20050271;DCS - Courlon-sur-Yonne;89124;Courlon-sur-Yonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1999-12-30 00:00:00;1999-12-30 00:00:00;;;1999-12-30 00:00:00;;;2011-05-19 00:00:00
89PREF20050270;DCS - Vireaux;89481;Vireaux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050269;DCS - Villeperrot;89465;Villeperrot;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-10-19 00:00:00;1998-10-19 00:00:00;;;1998-10-19 00:00:00;;;2011-05-19 00:00:00
89PREF20050268;DCS - Villenavotte;89458;Villenavotte;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-10-29 00:00:00;1998-10-29 00:00:00;;;1998-10-29 00:00:00;;;2011-05-19 00:00:00
89PREF20050267;DCS - Villecien;89452;Villecien;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050266;DCS - Vézinnes;89447;Vézinnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050265;DCS - Tonnerre;89418;Tonnerre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-02-09 00:00:00;1998-02-09 00:00:00;;;1998-02-09 00:00:00;;;2011-05-19 00:00:00
89PREF20050264;DCS - Tanlay;89407;Tanlay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050263;DCS - Saint-Martin-sur-Armançon;89355;Saint-Martin-sur-Armançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050262;DCS - Saint-Aubin-sur-Yonne;89335;Saint-Aubin-sur-Yonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050261;DCS - Rousson;89327;Rousson;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-10-19 00:00:00;1998-10-19 00:00:00;;;1998-10-19 00:00:00;;;2011-05-19 00:00:00
89PREF20050260;DCS - Roffey;89323;Roffey;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050259;DCS - Ravières;89321;Ravières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-01-27 00:00:00;1998-01-27 00:00:00;;;1998-01-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050258;DCS - Perrigny-sur-Armançon;89296;Perrigny-sur-Armançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050257;DCS - Percey;89292;Percey;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050256;DCS - Passy;89291;Passy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-10-29 00:00:00;1998-10-29 00:00:00;;;1998-10-29 00:00:00;;;2011-05-19 00:00:00
89PREF20050255;DCS - Pacy-sur-Armançon;89284;Pacy-sur-Armançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-20 00:00:00;1998-08-20 00:00:00;;;1998-08-20 00:00:00;;;2011-05-19 00:00:00
89PREF20050254;DCS - Ormoy;89282;Ormoy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050253;DCS - Nuits;89280;Nuits;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-07-27 00:00:00;1998-07-27 00:00:00;;;1998-07-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050252;DCS - Mont-Saint-Sulpice;89268;Mont-Saint-Sulpice;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
88DDT20120098;TIM;88252;Jésonville;"";"";;;;;2018-11-19 00:00:00;;;2018-11-19 00:00:00
89PREF20050251;DCS - Migennes;89257;Migennes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050250;DCS - Lézinnes;89223;Lézinnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050249;DCS - Laroche-Saint-Cydroine;89218;Laroche-Saint-Cydroine;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050248;DCS - Jaulges;89205;Jaulges;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-04-27 00:00:00;1998-04-27 00:00:00;;;1998-04-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050247;DCS - Germigny;89186;Germigny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050246;DCS - Fulvy;89184;Fulvy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-07-29 00:00:00;1998-07-29 00:00:00;;;1998-07-29 00:00:00;;;2011-05-19 00:00:00
89PREF20050245;DCS - Flogny-la-Chapelle;89169;Flogny-la-Chapelle;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050244;DCS - Esnon;89156;Esnon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-05-05 00:00:00;1998-05-05 00:00:00;;;1998-05-05 00:00:00;;;2011-05-19 00:00:00
89PREF20050243;DCS - Epineuil;89153;Épineuil;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-03-23 00:00:00;1998-03-23 00:00:00;;;1998-03-23 00:00:00;;;2011-05-19 00:00:00
89PREF20050242;DCS - Epineau-les-Voves;89152;Épineau-les-Voves;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050241;DCS - Dannemoine;89137;Dannemoine;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050240;DCS - Cry;89132;Cry;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050239;DCS - Cheney;89098;Cheney;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050238;DCS - Chaumont;89093;Chaumont;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-11-17 00:00:00;1998-11-17 00:00:00;;;1998-11-17 00:00:00;;;2011-05-19 00:00:00
89PREF20050237;DCS - Chassignelles;89087;Chassignelles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-07-27 00:00:00;1998-07-27 00:00:00;;;1998-07-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050236;DCS - Charmoy;89085;Charmoy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050235;DCS - Champlay;89075;Champlay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050234;DCS - Cézy;89067;Cézy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-09-01 00:00:00;1998-09-01 00:00:00;;;1998-09-01 00:00:00;;;2011-05-19 00:00:00
89PREF20050233;DCS - Butteaux;89061;Butteaux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050232;DCS - Brienon-sur-Armançon;89055;Brienon-sur-Armançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050231;DCS - Argenteuil-sur-Armançon;89017;Argenteuil-sur-Armançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-20 00:00:00;1998-08-20 00:00:00;;;1998-08-20 00:00:00;;;2011-05-19 00:00:00
89PREF20050230;DCS - Argentenay;89016;Argentenay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-20 00:00:00;1998-08-20 00:00:00;;;1998-08-20 00:00:00;;;2011-05-19 00:00:00
89PREF20050229;DCS - Ancy-le-Libre;89006;Ancy-le-Libre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-24 00:00:00;1998-08-24 00:00:00;;;1998-08-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050228;DCS - Ancy-le-Franc;89005;Ancy-le-Franc;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-07-27 00:00:00;1998-07-27 00:00:00;;;1998-07-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050227;DCS - Aisy-sur-Armançon;89004;Aisy-sur-Armançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1998-08-28 00:00:00;1998-08-28 00:00:00;;;1998-08-28 00:00:00;;;2011-05-19 00:00:00
89PREF20050226;DCS - Vincelottes;89479;Vincelottes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-09-30 00:00:00;1997-09-30 00:00:00;;;1997-09-30 00:00:00;;;2011-05-19 00:00:00
89PREF20050225;DCS - Vincelles;89478;Vincelles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-09-30 00:00:00;1997-09-30 00:00:00;;;1997-09-30 00:00:00;;;2011-05-19 00:00:00
89PREF20050224;DCS - Villy;89477;Villy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-11-03 00:00:00;1997-11-03 00:00:00;;;1997-11-03 00:00:00;;;2011-05-19 00:00:00
89PREF20050223;DCS - Villiers-sur-Tholon;89473;Villiers-sur-Tholon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-06-24 00:00:00;1997-06-24 00:00:00;;;1997-06-24 00:00:00;;;2011-05-19 00:00:00
89PREF20050222;DCS - Villiers-Louis;89471;Villiers-Louis;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-10-09 00:00:00;1997-10-09 00:00:00;;;1997-10-09 00:00:00;;;2011-05-19 00:00:00
89PREF20050221;DCS - Villeneuve-l'Archevêque;89461;Villeneuve-l'Archevêque;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-10-31 00:00:00;1997-10-31 00:00:00;;;1997-10-31 00:00:00;;;2011-05-19 00:00:00
89PREF20050220;DCS - Trucy-sur-Yonne;89424;Trucy-sur-Yonne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-10-30 00:00:00;1997-10-30 00:00:00;;;1997-10-30 00:00:00;;;2011-05-19 00:00:00
89PREF20050219;DCS - Trévilly;89421;Trévilly;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-11-03 00:00:00;1997-11-03 00:00:00;;;1997-11-03 00:00:00;;;2011-05-19 00:00:00
89PREF20050218;DCS - Theil-sur-Vanne;89411;Theil-sur-Vanne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-10-09 00:00:00;1997-10-09 00:00:00;;;1997-10-09 00:00:00;;;2011-05-19 00:00:00
89PREF20050217;DCS - Sery;89394;Sery;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-11-27 00:00:00;1997-11-27 00:00:00;;;1997-11-27 00:00:00;;;2011-05-19 00:00:00
89PREF20050216;DCS - Senan;89384;Senan;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-07-04 00:00:00;1997-07-04 00:00:00;;;1997-07-04 00:00:00;;;2011-05-19 00:00:00
89PREF20050215;DCS - Seignelay;89382;Seignelay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-11-03 00:00:00;1997-11-03 00:00:00;;;1997-11-03 00:00:00;;;2011-05-19 00:00:00
89PREF20050214;DCS - Sauvigny-le-Beuréal;89377;Sauvigny-le-Beuréal;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;1997-11-03 00:00:00;1997-11-03 00:00:00;;;1997-11-03 00:00:00;;;2011-05-19 00:00:00
